participant_id,group,channel,band,signed_relevance,absolute_relevance
sub-18,N,F3,delta,-0.18370472,0.34932065
sub-18,N,F3,gamma,-0.029704925,0.14641675
sub-18,N,F3,theta,0.043052986,0.19732052
sub-18,N,F4,alpha,-0.1256558,0.331978
sub-18,N,F4,beta,-0.020778999,0.17494944
sub-18,N,F4,delta,-0.10913658,0.24023756
sub-18,N,F4,gamma,0.007273364,0.16220318
sub-18,N,F4,theta,0.06031801,0.2422817
sub-18,N,F7,alpha,-0.16487859,0.41717044
sub-18,N,F7,beta,-0.28456563,0.33607525
sub-18,N,F7,delta,-0.014590973,0.31466633
sub-18,N,F7,gamma,-0.18922071,0.24553151
sub-18,N,F7,theta,-0.3550464,0.52258646
sub-18,N,F8,alpha,0.036334656,0.27383706
sub-18,N,F8,beta,-0.26683533,0.35485795
sub-18,N,F8,delta,-0.16260193,0.2889223
sub-18,N,F8,gamma,0.001183919,0.2204054
sub-18,N,F8,theta,-0.1032392,0.24434216
sub-18,N,Fp1,alpha,-0.15866534,0.3530493
sub-18,N,Fp1,beta,-0.02352857,0.22902326
sub-18,N,Fp1,delta,0.16594991,0.2599815
sub-18,N,Fp1,gamma,-0.15468787,0.24564482
sub-18,N,Fp1,theta,0.02726947,0.19140969
sub-18,N,Fp2,alpha,-0.26248443,0.4028434
sub-18,N,Fp2,beta,0.070512764,0.2776543
sub-18,N,Fp2,delta,0.14152388,0.24831317
sub-18,N,Fp2,gamma,-0.1014429,0.21027005
sub-18,N,Fp2,theta,-0.115295,0.22842206
sub-18,N,Fz,alpha,-0.08376868,0.29974097
sub-18,N,Fz,beta,-0.06369455,0.24942258
sub-18,N,Fz,delta,-0.11592811,0.25709715
sub-18,N,Fz,gamma,-0.01808855,0.22864431
sub-18,N,Fz,theta,0.11809741,0.26560107
sub-18,N,O1,alpha,-0.25975692,0.4216003
sub-18,N,O1,beta,-0.04563241,0.28130078
sub-18,N,O1,delta,0.13020955,0.20466608
sub-18,N,O1,gamma,-0.48384097,0.5774738
sub-18,N,O1,theta,0.016211843,0.18976781
sub-18,N,O2,alpha,-0.27545345,0.3779555
sub-18,N,O2,beta,-0.055066604,0.3189711
sub-18,N,O2,delta,0.47038907,0.50819594
sub-18,N,O2,gamma,-0.09659175,0.34847054
sub-18,N,O2,theta,0.16970432,0.24956633
sub-18,N,P3,alpha,-0.13543345,0.33681297
sub-18,N,P3,beta,-0.07299721,0.18592285
sub-18,N,P3,delta,0.013999144,0.18453309
sub-18,N,P3,gamma,0.10849555,0.25073746
sub-18,N,P3,theta,-0.06685698,0.2762797
sub-18,N,P4,alpha,-0.0152658615,0.28514996
sub-18,N,P4,beta,-0.2825337,0.35629633
sub-18,N,P4,delta,0.0059360145,0.19644317
sub-18,N,P4,gamma,0.117305845,0.23913829
sub-18,N,P4,theta,-0.087127864,0.28352085
sub-18,N,Pz,alpha,-0.037268594,0.29136327
sub-18,N,Pz,beta,-0.05514946,0.1845161
sub-18,N,Pz,delta,-0.17277302,0.2730659
sub-18,N,Pz,gamma,0.010089039,0.19700925
sub-18,N,Pz,theta,-0.25847614,0.32849452
sub-19,N,C3,alpha,-0.062419582,0.28857997
sub-19,N,C3,beta,0.123336054,0.23017676
sub-19,N,C3,delta,0.2795057,0.3085916
sub-19,N,C3,gamma,-0.06904031,0.1757689
sub-19,N,C3,theta,0.112520136,0.15095676
sub-19,N,C4,alpha,-0.089429356,0.29660523
sub-19,N,C4,beta,-0.04515058,0.21905874
sub-19,N,C4,delta,0.011183894,0.20697427
sub-19,N,C4,gamma,-0.04077205,0.21119177
sub-19,N,C4,theta,0.0774791,0.19666491
sub-19,N,Cz,alpha,0.15444171,0.35791463
sub-19,N,Cz,beta,0.067855746,0.2577057
sub-19,N,Cz,delta,0.046064403,0.20144673
sub-19,N,Cz,gamma,0.20273124,0.32096007
sub-19,N,Cz,theta,-0.11027389,0.20607162
sub-19,N,F3,alpha,-0.09113769,0.321426
sub-19,N,F3,beta,0.025813298,0.1606564
sub-19,N,F3,delta,-0.12024519,0.25423187
sub-19,N,F3,gamma,-0.00686567,0.14221235
sub-19,N,F3,theta,0.04029623,0.18526451
sub-19,N,F4,alpha,-0.199327,0.40879795
sub-19,N,F4,beta,-0.015484853,0.18479054
sub-19,N,F4,delta,-0.07335923,0.20723253
sub-19,N,F4,gamma,0.0044447174,0.113658756
sub-19,N,F4,theta,0.02449792,0.2105847
sub-19,N,F7,alpha,-0.14708,0.45839354
sub-19,N,F7,beta,-0.33692333,0.3897415
sub-19,N,F7,delta,0.015812729,0.3053104
sub-19,N,F7,gamma,-0.13051102,0.18142638
sub-19,N,F7,theta,-0.40107626,0.52879745
sub-19,N,F8,alpha,0.012846404,0.3162841
sub-19,N,F8,beta,-0.23851141,0.3404182
sub-19,N,F8,delta,-0.1403899,0.25801054
sub-19,N,F8,gamma,-0.03949959,0.122024916
sub-19,N,F8,theta,-0.12825842,0.24728528
sub-19,N,Fp1,alpha,-0.13545042,0.3765636
sub-19,N,Fp1,beta,-0.026273653,0.24497896
sub-19,N,Fp1,delta,0.1673814,0.22895078
sub-19,N,Fp1,gamma,-0.16780233,0.2959836
sub-19,N,Fp1,theta,0.019822394,0.17779909
sub-19,N,Fp2,alpha,-0.2852318,0.4387081
sub-19,N,Fp2,beta,0.008262238,0.33000275
sub-19,N,Fp2,delta,0.19392966,0.24445038
sub-19,N,Fp2,gamma,-0.17796582,0.26750275
sub-19,N,Fp2,theta,-0.04661426,0.17554852
sub-19,N,Fz,alpha,-0.14848734,0.34885573
sub-19,N,Fz,beta,-0.05803904,0.20886104
sub-19,N,Fz,delta,-0.078060485,0.20490432
sub-19,N,Fz,gamma,0.05173835,0.19602434
sub-19,N,Fz,theta,0.08453503,0.24707422
sub-19,N,O1,alpha,-0.24482562,0.47268745
sub-19,N,O1,beta,-0.049426444,0.18317524
sub-19,N,O1,delta,0.0989038,0.16240594
sub-19,N,O1,gamma,-0.07400095,0.13801467
sub-19,N,O1,theta,-0.01011152,0.14599515
sub-19,N,O2,alpha,-0.3708992,0.48367506
sub-19,N,O2,beta,-0.06542163,0.29209828
sub-19,N,O2,delta,0.4303187,0.45566106
sub-19,N,O2,gamma,0.002156567,0.21594697
sub-19,N,O2,theta,0.12806448,0.21747439
sub-19,N,P3,alpha,-0.15881094,0.38244063
sub-19,N,P3,beta,-0.020138538,0.13729022
sub-19,N,P3,delta,0.037767954,0.1277608
sub-19,N,P3,gamma,0.11823245,0.15619253
sub-19,N,P3,theta,-0.12275774,0.18206732
sub-19,N,P4,alpha,-0.011373344,0.32085785
sub-19,N,P4,beta,-0.21263872,0.2836778
sub-19,N,P4,delta,0.04092334,0.17864095
sub-19,N,P4,gamma,0.040589873,0.12200588
sub-19,N,P4,theta,-0.113928385,0.17504442
sub-19,N,Pz,alpha,-0.05285346,0.33242464
sub-19,N,Pz,beta,-0.050123986,0.1949707
sub-19,N,Pz,delta,-0.20015502,0.27646562
sub-19,N,Pz,gamma,0.0478842,0.1349152
sub-19,N,Pz,theta,-0.28956217,0.32276925
sub-20,N,C3,alpha,-0.02161888,0.25921726
sub-20,N,C3,beta,0.145713,0.2713694
sub-20,N,C3,delta,0.29713407,0.34216285
sub-20,N,C3,gamma,-0.10051345,0.19755179
sub-20,N,C3,theta,0.19025058,0.25033778
sub-20,N,C4,alpha,-0.0890493,0.2710476
sub-20,N,C4,beta,-0.06268992,0.2667477
sub-20,N,C4,delta,-0.03887473,0.24740359
sub-20,N,C4,gamma,0.0052914023,0.30946586
sub-20,N,C4,theta,0.11983756,0.27014813
sub-20,N,Cz,alpha,0.1564275,0.3681445
sub-20,N,Cz,beta,0.15351622,0.33712035
sub-20,N,Cz,delta,0.048743907,0.21079545
sub-20,N,Cz,gamma,0.09276281,0.23186989
sub-20,N,Cz,theta,-0.15090097,0.25585157
sub-20,N,F3,alpha,-0.11148698,0.31295153
sub-20,N,F3,beta,0.052051593,0.21896462
sub-20,N,F3,delta,-0.11006448,0.2680696
sub-20,N,F3,gamma,-0.027078627,0.123996034
sub-20,N,F3,theta,0.04816912,0.21430662
sub-20,N,F4,alpha,-0.16746938,0.3973168
sub-20,N,F4,beta,0.0238064,0.22488819
sub-20,N,F4,delta,-0.12557642,0.2521772
sub-20,N,F4,gamma,0.006670876,0.14348145
sub-20,N,F4,theta,0.036241025,0.22544709
sub-20,N,F7,alpha,-0.18069856,0.45265412
sub-20,N,F7,beta,-0.38621044,0.44371817
sub-20,N,F7,delta,0.0028123278,0.3287764
sub-20,N,F7,gamma,-0.26346165,0.33446878
sub-20,N,F7,theta,-0.38001096,0.58554244
sub-20,N,F8,alpha,0.08055424,0.3089944
sub-20,N,F8,beta,-0.34014827,0.4624135
sub-20,N,F8,delta,-0.1454738,0.25945288
sub-20,N,F8,gamma,0.13293704,0.3652358
sub-20,N,F8,theta,-0.12970513,0.2716573
sub-20,N,Fp1,alpha,-0.15768231,0.33380193
sub-20,N,Fp1,beta,-0.00041688464,0.18538064
sub-20,N,Fp1,delta,0.21183206,0.3381087
sub-20,N,Fp1,gamma,-0.15454042,0.20138736
sub-20,N,Fp1,theta,0.0016595852,0.17451686
sub-20,N,Fp2,alpha,-0.24568683,0.38103282
sub-20,N,Fp2,beta,0.08789567,0.26401797
sub-20,N,Fp2,delta,0.18699972,0.30852485
sub-20,N,Fp2,gamma,-0.06978651,0.14257178
sub-20,N,Fp2,theta,-0.09696994,0.20250125
sub-20,N,Fz,alpha,-0.1415694,0.36607724
sub-20,N,Fz,beta,-0.039010193,0.27386987
sub-20,N,Fz,delta,-0.100376986,0.25241026
sub-20,N,Fz,gamma,-0.003322299,0.16033463
sub-20,N,Fz,theta,0.024202252,0.1922289
sub-20,N,O1,alpha,-0.27579296,0.4537236
sub-20,N,O1,beta,-0.07285945,0.21912524
sub-20,N,O1,delta,0.13063644,0.24566402
sub-20,N,O1,gamma,-0.20068668,0.2546396
sub-20,N,O1,theta,-0.009163679,0.20767027
sub-20,N,O2,alpha,-0.36237112,0.45454165
sub-20,N,O2,beta,-0.071558855,0.30455008
sub-20,N,O2,delta,0.55843353,0.5874522
sub-20,N,O2,gamma,-0.042814076,0.29614243
sub-20,N,O2,theta,0.16841556,0.26403353
sub-20,N,P3,alpha,-0.15752064,0.3722822
sub-20,N,P3,beta,-0.045789365,0.17592934
sub-20,N,P3,delta,0.004592585,0.20059426
sub-20,N,P3,gamma,0.09794644,0.14090434
sub-20,N,P3,theta,-0.12665726,0.29756325
sub-20,N,P4,alpha,-0.008569732,0.28920263
sub-20,N,P4,beta,-0.3954525,0.46927166
sub-20,N,P4,delta,-0.033309493,0.28709757
sub-20,N,P4,gamma,0.08019998,0.17640041
sub-20,N,P4,theta,-0.1850869,0.29259956
sub-20,N,Pz,alpha,-0.066292584,0.28480285
sub-20,N,Pz,beta,-0.040768962,0.23486009
sub-20,N,Pz,delta,-0.29786032,0.3920687
sub-20,N,Pz,gamma,0.031353444,0.15649387
sub-20,N,Pz,theta,-0.30386674,0.36069605
sub-21,N,C3,alpha,-0.028991466,0.26268718
sub-21,N,C3,beta,0.0893327,0.19759282
sub-21,N,C3,delta,0.25857958,0.3085235
sub-21,N,C3,gamma,-0.11707365,0.25170937
sub-21,N,C3,theta,0.19332615,0.26141253
sub-21,N,C4,alpha,-0.07191521,0.2800412
sub-21,N,C4,beta,-0.08276576,0.22325288
sub-21,N,C4,delta,-0.032913677,0.23381904
sub-21,N,C4,gamma,0.086434096,0.47060055
sub-21,N,C4,theta,0.08079538,0.21130005
sub-21,N,Cz,alpha,0.14362796,0.32198033
sub-21,N,Cz,beta,0.12003999,0.30935687
sub-21,N,Cz,delta,0.01360451,0.24963038
sub-21,N,Cz,gamma,0.07482447,0.22118208
sub-21,N,Cz,theta,-0.15301691,0.25994727
sub-21,N,F3,alpha,-0.13976209,0.31679046
sub-21,N,F3,beta,0.039055716,0.16495433
sub-21,N,F3,delta,-0.11361905,0.28638119
sub-21,N,F3,gamma,-0.032512613,0.15060127
sub-21,N,F3,theta,0.08913437,0.24750572
sub-21,N,F4,alpha,-0.13691312,0.33300343
sub-21,N,F4,beta,0.0037265194,0.2090931
sub-21,N,F4,delta,-0.116132505,0.23912457
sub-21,N,F4,gamma,0.1521786,0.31371927
sub-21,N,F4,theta,0.063556015,0.24680781
sub-21,N,F7,alpha,-0.16584666,0.35820562
sub-21,N,F7,beta,-0.1625735,0.21200682
sub-21,N,F7,delta,-0.0072373683,0.38822073
sub-21,N,F7,gamma,-0.18330078,0.23619485
sub-21,N,F7,theta,-0.31717354,0.55764127
sub-21,N,F8,alpha,0.051412817,0.24109042
sub-21,N,F8,beta,-0.14282222,0.21451087
sub-21,N,F8,delta,-0.17794076,0.32472557
sub-21,N,F8,gamma,-0.010027829,0.19833428
sub-21,N,F8,theta,-0.03501026,0.32617784
sub-21,N,Fp1,alpha,-0.19141878,0.3799351
sub-21,N,Fp1,beta,-0.018921107,0.23926732
sub-21,N,Fp1,delta,0.1645656,0.25653243
sub-21,N,Fp1,gamma,-0.14859714,0.23701805
sub-21,N,Fp1,theta,0.056900635,0.21237235
sub-21,N,Fp2,alpha,-0.3182392,0.4426555
sub-21,N,Fp2,beta,0.06407961,0.30367205
sub-21,N,Fp2,delta,0.14804038,0.23679656
sub-21,N,Fp2,gamma,-0.11542918,0.24626595
sub-21,N,Fp2,theta,-0.1174884,0.24393624
sub-21,N,Fz,alpha,-0.08768375,0.3168938
sub-21,N,Fz,beta,-0.051250275,0.27489
sub-21,N,Fz,delta,-0.099518575,0.256874
sub-21,N,Fz,gamma,0.003679105,0.21394402
sub-21,N,Fz,theta,0.10754292,0.23767515
sub-21,N,O1,alpha,-0.26819372,0.403646
sub-21,N,O1,beta,-0.035598174,0.30144107
sub-21,N,O1,delta,0.14182574,0.22278431
sub-21,N,O1,gamma,-0.5483677,0.6635733
sub-21,N,O1,theta,0.03625404,0.2405981
sub-21,N,O2,alpha,-0.2938189,0.3834624
sub-21,N,O2,beta,-0.044671316,0.3329887
sub-21,N,O2,delta,0.43308502,0.46501467
sub-21,N,O2,gamma,-0.12555653,0.3798678
sub-21,N,O2,theta,0.20248964,0.3301807
sub-21,N,P3,alpha,-0.16214986,0.35643804
sub-21,N,P3,beta,-0.06821162,0.16479565
sub-21,N,P3,delta,0.021192173,0.1836559
sub-21,N,P3,gamma,0.12032746,0.2574646
sub-21,N,P3,theta,-0.021983841,0.3496816
sub-21,N,P4,alpha,-0.01883831,0.2880229
sub-21,N,P4,beta,-0.26247013,0.33995757
sub-21,N,P4,delta,0.013905992,0.22659287
sub-21,N,P4,gamma,0.08442895,0.19071794
sub-21,N,P4,theta,-0.0972012,0.33699626
sub-21,N,Pz,alpha,-0.04152837,0.28281865
sub-21,N,Pz,beta,-0.045193553,0.21482077
sub-21,N,Pz,delta,-0.20655167,0.31031406
sub-21,N,Pz,gamma,0.0369012,0.19943246
sub-21,N,Pz,theta,-0.26862577,0.34955212
sub-22,N,C3,alpha,0.0120788645,0.23415731
sub-22,N,C3,beta,0.13645399,0.25985894
sub-22,N,C3,delta,0.2985914,0.35780177
sub-22,N,C3,gamma,-0.13665108,0.25527886
sub-22,N,C3,theta,0.1265083,0.1802904
sub-22,N,C4,alpha,-0.063822635,0.2790942
sub-22,N,C4,beta,-0.03911107,0.24797748
sub-22,N,C4,delta,-0.071826965,0.26128554
sub-22,N,C4,gamma,-0.05676874,0.29151016
sub-22,N,C4,theta,0.048639644,0.18060061
sub-22,N,Cz,alpha,0.1776307,0.3909874
sub-22,N,Cz,beta,0.13035248,0.3255551
sub-22,N,Cz,delta,0.056122143,0.15775843
sub-22,N,Cz,gamma,0.106276885,0.2584913
sub-22,N,Cz,theta,-0.09158996,0.17815366
sub-22,N,F3,alpha,-0.118025675,0.29808858
sub-22,N,F3,beta,0.065561295,0.19235045
sub-22,N,F3,delta,-0.22807771,0.39521405
sub-22,N,F3,gamma,-0.031851474,0.1693542
sub-22,N,F3,theta,0.006464754,0.16000557
sub-22,N,F4,alpha,-0.085147545,0.30149585
sub-22,N,F4,beta,0.04785512,0.24633004
sub-22,N,F4,delta,-0.18212268,0.29390475
sub-22,N,F4,gamma,-0.031480893,0.13531381
sub-22,N,F4,theta,0.034027264,0.19978459
sub-22,N,F7,alpha,-0.1356431,0.35653916
sub-22,N,F7,beta,-0.2103172,0.26495138
sub-22,N,F7,delta,-0.07361787,0.4096171
sub-22,N,F7,gamma,-0.12767337,0.19726533
sub-22,N,F7,theta,-0.39546433,0.48933777
sub-22,N,F8,alpha,0.06309174,0.22719358
sub-22,N,F8,beta,-0.15399975,0.22900197
sub-22,N,F8,delta,-0.21997446,0.37692225
sub-22,N,F8,gamma,-0.028163869,0.13950169
sub-22,N,F8,theta,-0.09988194,0.20427556
sub-22,N,Fp1,alpha,-0.14081222,0.33242148
sub-22,N,Fp1,beta,-0.029462095,0.23758547
sub-22,N,Fp1,delta,0.19249481,0.29528922
sub-22,N,Fp1,gamma,-0.15293127,0.29228204
sub-22,N,Fp1,theta,0.02588325,0.16493706
sub-22,N,Fp2,alpha,-0.24312346,0.3720058
sub-22,N,Fp2,beta,0.07411577,0.2994379
sub-22,N,Fp2,delta,0.15849674,0.29550073
sub-22,N,Fp2,gamma,-0.12862095,0.22601536
sub-22,N,Fp2,theta,-0.068864204,0.18071698
sub-22,N,Fz,alpha,-0.08803451,0.3257637
sub-22,N,Fz,beta,0.04244313,0.37855375
sub-22,N,Fz,delta,-0.06390082,0.19592275
sub-22,N,Fz,gamma,0.008521385,0.2427243
sub-22,N,Fz,theta,0.06340592,0.21310282
sub-22,N,O1,alpha,-0.25010926,0.38811716
sub-22,N,O1,beta,0.036711298,0.384493
sub-22,N,O1,delta,0.13494058,0.21689868
sub-22,N,O1,gamma,-0.487564,0.5769032
sub-22,N,O1,theta,0.036735795,0.21074644
sub-22,N,O2,alpha,-0.24573588,0.3535502
sub-22,N,O2,beta,0.059533965,0.4345456
sub-22,N,O2,delta,0.47582412,0.50671935
sub-22,N,O2,gamma,-0.020278424,0.3695027
sub-22,N,O2,theta,0.19593926,0.27640313
sub-22,N,P3,alpha,-0.086738534,0.30909345
sub-22,N,P3,beta,-0.0782071,0.28182095
sub-22,N,P3,delta,-0.016343886,0.21212783
sub-22,N,P3,gamma,0.10764398,0.29601812
sub-22,N,P3,theta,-0.10279004,0.2756347
sub-22,N,P4,alpha,0.010587159,0.2932659
sub-22,N,P4,beta,-0.4094894,0.49862978
sub-22,N,P4,delta,-0.016402932,0.265287
sub-22,N,P4,gamma,0.09665323,0.20875838
sub-22,N,P4,theta,-0.12285607,0.1706789
sub-22,N,Pz,alpha,-0.020724947,0.3378875
sub-22,N,Pz,beta,-0.05043098,0.23009002
sub-22,N,Pz,delta,-0.12955365,0.19520094
sub-22,N,Pz,gamma,0.033601113,0.16353084
sub-22,N,Pz,theta,-0.21686658,0.245297
sub-23,N,C3,alpha,-0.018877197,0.21156521
sub-23,N,C3,beta,0.10372628,0.26684496
sub-23,N,C3,delta,0.2249427,0.2632021
sub-23,N,C3,gamma,-0.098388754,0.42289945
sub-23,N,C3,theta,0.07330351,0.121756226
sub-23,N,C4,alpha,-0.09481535,0.28212535
sub-23,N,C4,beta,-0.093010895,0.23076922
sub-23,N,C4,delta,-0.05350023,0.2537155
sub-23,N,C4,gamma,-0.067090824,0.28500435
sub-23,N,C4,theta,0.085863076,0.23220013
sub-23,N,Cz,alpha,0.11473471,0.33396634
sub-23,N,Cz,beta,0.09971948,0.32338807
sub-23,N,Cz,delta,0.021537075,0.22339678
sub-23,N,Cz,gamma,0.05525508,0.21847345
sub-23,N,Cz,theta,-0.12948672,0.2247285
sub-23,N,F3,alpha,-0.1661409,0.2954949
sub-23,N,F3,beta,0.06927406,0.25219542
sub-23,N,F3,delta,-0.0124335205,0.16192444
sub-23,N,F3,gamma,-0.024620697,0.3155978
sub-23,N,F3,theta,-0.015616703,0.18288623
sub-23,N,F4,alpha,-0.12594585,0.3481486
sub-23,N,F4,beta,-0.0010752917,0.2260276
sub-23,N,F4,delta,-0.08595741,0.19749406
sub-23,N,F4,gamma,0.0025608218,0.17751937
sub-23,N,F4,theta,0.059954446,0.27231446
sub-23,N,F7,alpha,-0.23464946,0.3745064
sub-23,N,F7,beta,-0.57990664,0.65275776
sub-23,N,F7,delta,-0.06887152,0.20679832
sub-23,N,F7,gamma,-0.2394777,0.6673216
sub-23,N,F7,theta,-0.41959542,0.46787035
sub-23,N,F8,alpha,0.06293473,0.3055099
sub-23,N,F8,beta,-0.4163473,0.4979554
sub-23,N,F8,delta,-0.18107739,0.2789487
sub-23,N,F8,gamma,-0.0055469535,0.25226572
sub-23,N,F8,theta,-0.16133045,0.30502713
sub-23,N,Fp1,alpha,-0.14589949,0.27565017
sub-23,N,Fp1,beta,-0.10488848,0.2938978
sub-23,N,Fp1,delta,0.21696948,0.30713546
sub-23,N,Fp1,gamma,-0.19801998,0.32213345
sub-23,N,Fp1,theta,0.009383494,0.18901691
sub-23,N,Fp2,alpha,-0.16002592,0.26472414
sub-23,N,Fp2,beta,0.043492578,0.31777415
sub-23,N,Fp2,delta,0.14224131,0.26499233
sub-23,N,Fp2,gamma,-0.1851641,0.32472628
sub-23,N,Fp2,theta,-0.12771992,0.21559015
sub-23,N,Fz,alpha,-0.13680549,0.3614752
sub-23,N,Fz,beta,-0.03680715,0.28697696
sub-23,N,Fz,delta,-0.072128065,0.19984265
sub-23,N,Fz,gamma,-0.05863582,0.23305893
sub-23,N,Fz,theta,0.026857043,0.24132566
sub-23,N,O1,alpha,-0.28557235,0.4094294
sub-23,N,O1,beta,-0.06876383,0.2629364
sub-23,N,O1,delta,0.14551483,0.24195196
sub-23,N,O1,gamma,-0.50435585,0.5613111
sub-23,N,O1,theta,0.015621359,0.20804283
sub-23,N,O2,alpha,-0.32803813,0.43553656
sub-23,N,O2,beta,-0.056497563,0.282813
sub-23,N,O2,delta,0.4979059,0.52849627
sub-23,N,O2,gamma,-0.057699524,0.23261626
sub-23,N,O2,theta,0.20213918,0.28034455
sub-23,N,P3,alpha,-0.1210984,0.30951354
sub-23,N,P3,beta,-0.07031341,0.23684178
sub-23,N,P3,delta,-0.008414571,0.20857315
sub-23,N,P3,gamma,0.1172668,0.28392056
sub-23,N,P3,theta,-0.11859192,0.29340762
sub-23,N,P4,alpha,0.0004635553,0.28337398
sub-23,N,P4,beta,-0.3317185,0.415076
sub-23,N,P4,delta,-0.022919685,0.24469289
sub-23,N,P4,gamma,0.08340386,0.19581638
sub-23,N,P4,theta,-0.15787369,0.25890973
sub-23,N,Pz,alpha,-0.05898882,0.25078928
sub-23,N,Pz,beta,-0.022616064,0.2335683
sub-23,N,Pz,delta,-0.27446887,0.37631273
sub-23,N,Pz,gamma,-0.0055854963,0.18921193
sub-23,N,Pz,theta,-0.29540566,0.34759358
sub-24,N,C3,alpha,-0.034966446,0.2676751
sub-24,N,C3,beta,0.093921795,0.21941845
sub-24,N,C3,delta,0.2919143,0.33934867
sub-24,N,C3,gamma,-0.1245647,0.22612375
sub-24,N,C3,theta,0.17318174,0.22687624
sub-24,N,C4,alpha,-0.058564167,0.29637143
sub-24,N,C4,beta,-0.08002364,0.22845419
sub-24,N,C4,delta,-0.04162452,0.25341797
sub-24,N,C4,gamma,-0.007362201,0.3355077
sub-24,N,C4,theta,0.14621745,0.28412154
sub-24,N,Cz,alpha,0.14035612,0.3281388
sub-24,N,Cz,beta,0.109026656,0.32160413
sub-24,N,Cz,delta,0.04191853,0.2205312
sub-24,N,Cz,gamma,0.096212,0.23543802
sub-24,N,Cz,theta,-0.17428252,0.28489503
sub-24,N,F3,alpha,-0.12846608,0.31596878
sub-24,N,F3,beta,0.043599315,0.1909689
sub-24,N,F3,delta,-0.08102097,0.2587393
sub-24,N,F3,gamma,-0.031249654,0.1468748
sub-24,N,F3,theta,0.08100513,0.25353834
sub-24,N,F4,alpha,-0.16328302,0.36178437
sub-24,N,F4,beta,0.011186825,0.21937148
sub-24,N,F4,delta,-0.10493254,0.23689753
sub-24,N,F4,gamma,-0.008278033,0.13535246
sub-24,N,F4,theta,0.07781876,0.26265523
sub-24,N,F7,alpha,-0.16619521,0.42800006
sub-24,N,F7,beta,-0.33352247,0.37961155
sub-24,N,F7,delta,0.054354653,0.3612005
sub-24,N,F7,gamma,-0.22250892,0.2731801
sub-24,N,F7,theta,-0.280347,0.61377335
sub-24,N,F8,alpha,0.063490495,0.26633435
sub-24,N,F8,beta,-0.26729965,0.347697
sub-24,N,F8,delta,-0.16339047,0.31725964
sub-24,N,F8,gamma,-0.044675257,0.17954744
sub-24,N,F8,theta,-0.059479125,0.3242141
sub-24,N,Fp1,alpha,-0.1836546,0.36509383
sub-24,N,Fp1,beta,-0.051117968,0.2893372
sub-24,N,Fp1,delta,0.18421414,0.26135838
sub-24,N,Fp1,gamma,-0.1467652,0.29442593
sub-24,N,Fp1,theta,0.061387647,0.22092578
sub-24,N,Fp2,alpha,-0.30393586,0.42671522
sub-24,N,Fp2,beta,0.04499142,0.32408804
sub-24,N,Fp2,delta,0.16928738,0.2648546
sub-24,N,Fp2,gamma,-0.10302036,0.22814505
sub-24,N,Fp2,theta,-0.10747581,0.2465658
sub-24,N,Fz,alpha,-0.08262813,0.31351998
sub-24,N,Fz,beta,-0.025162166,0.31055745
sub-24,N,Fz,delta,-0.077344716,0.23492938
sub-24,N,Fz,gamma,0.0108057605,0.21388511
sub-24,N,Fz,theta,0.13919981,0.2895801
sub-24,N,O1,alpha,-0.26901746,0.4343787
sub-24,N,O1,beta,-0.0662183,0.23094735
sub-24,N,O1,delta,0.15422389,0.22842455
sub-24,N,O1,gamma,-0.50534564,0.5744358
sub-24,N,O1,theta,0.018077295,0.26355112
sub-24,N,O2,alpha,-0.29943407,0.3960981
sub-24,N,O2,beta,-0.04915807,0.33859032
sub-24,N,O2,delta,0.4128378,0.44325355
sub-24,N,O2,gamma,-0.10025024,0.39461926
sub-24,N,O2,theta,0.19621627,0.3343594
sub-24,N,P3,alpha,-0.16859618,0.3600937
sub-24,N,P3,beta,-0.07057835,0.181138
sub-24,N,P3,delta,0.021203222,0.19730084
sub-24,N,P3,gamma,0.12830754,0.22534512
sub-24,N,P3,theta,-0.028662197,0.3422065
sub-24,N,P4,alpha,-0.016851734,0.29111224
sub-24,N,P4,beta,-0.29902354,0.3763738
sub-24,N,P4,delta,0.032347877,0.21922846
sub-24,N,P4,gamma,0.11188002,0.21850084
sub-24,N,P4,theta,-0.07288947,0.36048716
sub-24,N,Pz,alpha,-0.058653075,0.29888743
sub-24,N,Pz,beta,-0.047789223,0.21583374
sub-24,N,Pz,delta,-0.20735285,0.31856617
sub-24,N,Pz,gamma,0.03813906,0.18553026
sub-24,N,Pz,theta,-0.28145704,0.3584933
sub-25,N,C3,alpha,-0.023584062,0.23536676
sub-25,N,C3,beta,0.10024298,0.23998536
sub-25,N,C3,delta,0.24147527,0.29968703
sub-25,N,C3,gamma,-0.15581845,0.31148008
sub-25,N,C3,theta,0.18804319,0.2498335
sub-25,N,C4,alpha,-0.06860446,0.27457762
sub-25,N,C4,beta,-0.09951124,0.24256411
sub-25,N,C4,delta,-0.067381546,0.2545838
sub-25,N,C4,gamma,-0.08025609,0.23283146
sub-25,N,C4,theta,0.17988287,0.32670492
sub-25,N,Cz,alpha,0.14170307,0.32852808
sub-25,N,Cz,beta,0.11535146,0.32920974
sub-25,N,Cz,delta,0.036603235,0.21937647
sub-25,N,Cz,gamma,0.07116421,0.22858724
sub-25,N,Cz,theta,-0.14563546,0.25457492
sub-25,N,F3,alpha,-0.12938899,0.27181438
sub-25,N,F3,beta,0.05047462,0.21054004
sub-25,N,F3,delta,-0.11806293,0.3071854
sub-25,N,F3,gamma,-0.043024983,0.1576938
